caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,uscite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,caseid,parties,year,overruled,overruling,indeg,outdeg
1946-001,1946-001-01,1946-001-01-01,1946-001-01-01-01,11/18/1946,1.0,329US1,67 S. Ct. 6,91 L. Ed. 3,1946 U.S. LEXIS 1724,1946.0,1301.0,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.",1/9/1946,10/23/1946,198.0,,172.0,,6.0,,,0.0,51.0,6.0,29.0,,0.0,11.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,80180.0,8.0,2.0,0.0,4.0,,6.0,600.0,35 U.S.C. § 33,78.0,78.0,1.0,8.0,1.0,,,,,,,
1946-027,1946-027-01,1946-027-01-01,1946-027-01-01-01,1/6/1947,1.0,329US402,67 S. Ct. 421,91 L. Ed. 380,1947 U.S. LEXIS 3020,1946.0,1301.0,Vinson,28,MACGREGOR v. WESTINGHOUSE ELECTRIC & MANUFACTURING CO.,12/12/1946,,177.0,,172.0,,6.0,,,0.0,302.0,45.0,300.0,45.0,0.0,5.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,80180.0,8.0,2.0,0.0,7.0,,5.0,507.0,,78.0,87.0,1.0,5.0,4.0,,,,,,,
1946-055,1946-055-01,1946-055-01-01,1946-055-01-01-01,2/17/1947,1.0,330US183,67 S. Ct. 657,91 L. Ed. 832,1947 U.S. LEXIS 2649,1946.0,1301.0,Vinson,31,ANGEL v. BULLINGTON,3/5/1946,11/18/1946,123.0,,233.0,,1.0,,,0.0,100.0,38.0,24.0,,0.0,10.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,90460.0,9.0,1.0,0.0,7.0,,5.0,506.0,,80.0,78.0,1.0,6.0,3.0,20267.0,Angel v. Bullington,1947.0,0.0,13531,18.0,34.0
1947-089,1947-089-01,1947-089-01-01,1947-089-01-01-01,6/7/1948,1.0,334US343,68 S. Ct. 1087,92 L. Ed. 2d 1429,1948 U.S. LEXIS 2080,1947.0,1301.0,Vinson,36,SHERRER v. SHERRER,10/13/1947,,253.0,,168.0,,1.0,,,0.0,302.0,26.0,300.0,26.0,0.0,11.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,40060.0,4.0,2.0,0.0,2.0,,2.0,230.0,,87.0,87.0,1.0,7.0,2.0,20447.0,Sherrer v. Sherrer,1948.0,0.0,11594,13.0,32.0
1948-018,1948-018-01,1948-018-01-01,1948-018-01-01-01,1/3/1949,1.0,335US525,69 S. Ct. 251,93 L. Ed. 2d 212,1949 U.S. LEXIS 3023,1948.0,1301.0,Vinson,47,LINCOLN FEDERAL LABOR UNION et al. v. NORTHWESTERN IRON & METAL CO. et al.,11/8/1948,,249.0,,151.0,,2.0,,,0.0,302.0,32.0,300.0,32.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,70030.0,7.0,1.0,0.0,2.0,,2.0,200.0,,78.0,87.0,1.0,9.0,0.0,20495.0,Lincoln Federal Labor Union v. Northwestern Iron & Metal Co.,1949.0,0.0,12602,24.0,22.0
1948-024,1948-024-01,1948-024-01-01,1948-024-01-01-01,1/17/1949,1.0,335US632,69 S. Ct. 322,93 L. Ed. 2d 288,1949 U.S. LEXIS 2950,1948.0,1301.0,Vinson,5,COMMISSIONER OF INTERNAL REVENUE v. ESTATE OF CHURCH,10/24/1947,10/12/1948,369.0,,240.0,,1.0,69.0,,0.0,9.0,,23.0,,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,120010.0,12.0,2.0,0.0,4.0,,3.0,345.0,,78.0,80.0,1.0,6.0,3.0,20501.0,Commissioner v. Estate of Church,1949.0,0.0,17448,16.0,179.0
1948-035,1948-035-01,1948-035-01-01,1948-035-01-01-01,2/7/1949,1.0,336US169,69 S. Ct. 432,93 L. Ed. 2d 585,1949 U.S. LEXIS 2971,1948.0,1301.0,Vinson,244,"OTT, COMMISSIONER OF PUBLIC FINANCE, et al. v. MISSISSIPPI VALLEY BARGE LINE CO. et al.",1/5/1949,,19.0,22.0,116.0,,2.0,,,0.0,75.0,22.0,25.0,,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,80100.0,8.0,2.0,0.0,2.0,,1.0,111.0,,81.0,87.0,1.0,8.0,1.0,20513.0,Ott v. Mississippi Valley Barge Line Co.,1949.0,0.0,4127 12130 12316,13.0,33.0
1948-048,1948-048-01,1948-048-01-01,1948-048-01-01-01,3/7/1949,1.0,336US342,69 S. Ct. 561,93 L. Ed. 2d 721,1949 U.S. LEXIS 2942,1948.0,1301.0,Vinson,40,OKLAHOMA TAX COMMISSION v. TEXAS COMPANY,11/19/1948,,4.0,42.0,198.0,,1.0,117.0,42.0,0.0,302.0,42.0,300.0,42.0,1.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,100060.0,10.0,1.0,0.0,7.0,,,,,85.0,87.0,1.0,9.0,0.0,20526.0,Oklahoma Tax Com. v. Texas Co.,1949.0,0.0,14163 14560 18471,7.0,59.0
1948-110,1948-110-01,1948-110-01-01,1948-110-01-01-01,6/27/1949,1.0,337US783,69 S. Ct. 1317,93 L. Ed. 2d 1692,1949 U.S. LEXIS 2922,1948.0,1301.0,Vinson,351,COSMOPOLITAN SHIPPING CO. v. McALLISTER,2/1/1949,,234.0,,145.0,,1.0,,,0.0,96.0,,22.0,,0.0,12.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,80070.0,8.0,1.0,0.0,4.0,,3.0,348.0,,79.0,87.0,1.0,5.0,4.0,20589.0,Cosmopolitan Shipping Co. v. McAllister,1949.0,0.0,20205,6.0,17.0
1949-049,1949-049-01,1949-049-01-01,1949-049-01-01-01,2/20/1950,1.0,339US56,70 S. Ct. 430,94 L. Ed. 2d 653,1950 U.S. LEXIS 2298,1949.0,1303.0,Vinson,293,UNITED STATES v. RABINOWITZ,1/11/1950,,27.0,,100.0,,1.0,,,0.0,96.0,37.0,22.0,,1.0,10.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,10050.0,1.0,1.0,0.0,1.0,,2.0,205.0,,89.0,87.0,1.0,5.0,3.0,20653.0,United States v. Rabinowitz,1950.0,24550.0,20461 20490,61.0,23.0
1949-059,1949-059-01,1949-059-01-01,1949-059-01-01-01,4/3/1950,1.0,339US200,70 S. Ct. 587,94 L. Ed. 2d 761,1950 U.S. LEXIS 2161,1949.0,1303.0,Vinson,51,"DARR v. BURFORD, WARDEN",12/5/1949,,215.0,,28.0,42.0,1.0,,,0.0,105.0,42.0,30.0,,1.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,90040.0,9.0,1.0,0.0,7.0,4.0,3.0,341.0,,79.0,87.0,1.0,5.0,3.0,,,,,,,
1951-084,1951-084-01,1951-084-01-01,1951-084-01-01-01,5/26/1952,1.0,343US495,72 S. Ct. 777,96 L. Ed. 2d 1098,1952 U.S. LEXIS 2796,1951.0,1303.0,Vinson,522,"JOSEPH BURSTYN, INC. v. WILSON, COMMISSIONER OF EDUCATION OF NEW YORK, et al.",4/24/1952,,156.0,,19.0,37.0,2.0,117.0,37.0,0.0,301.0,37.0,300.0,37.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,30010.0,3.0,2.0,0.0,2.0,,2.0,200.0,,88.0,87.0,1.0,9.0,0.0,20901.0,"Joseph Burstyn, Inc. v. Wilson",1952.0,0.0,14231,46.0,26.0
1953-069,1953-069-01,1953-069-01-01,1953-069-01-01-01,5/17/1954,1.0,347US483,74 S. Ct. 686,98 L. Ed. 2d 873,1954 U.S. LEXIS 2094,1953.0,1401.0,Warren,1,BROWN et al. v. BOARD OF EDUCATION OF TOPEKA et al.,12/8/1952,12/7/1953,224.0,,21.0,20.0,2.0,,,0.0,72.0,,72.0,,0.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,20050.0,2.0,2.0,0.0,2.0,,2.0,231.0,,90.0,90.0,1.0,9.0,0.0,21109.0,Brown v. Board of Educ.,1954.0,0.0,10322 10962 17040,155.0,16.0
1954-001,1954-001-01,1954-001-01-01,1954-001-01-01-01,10/14/1954,2.0,348US1,75 S. Ct. 6,99 L. Ed. 2d 3,1954 U.S. LEXIS 1630,1954.0,1402.0,Warren,5 M,in re DISBARMENT OF ISSERMAN,,,111.0,,20.0,60.0,6.0,118.0,,0.0,,,,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60040.0,6.0,2.0,0.0,4.0,,4.0,403.0,,,78.0,1.0,3.0,3.0,,,,,,,
1956-101,1956-101-01,1956-101-01-01,1956-101-01-01-01,6/10/1957,7.0,354US1,77 S. Ct. 1222,1 L. Ed. 2d 1148,1957 U.S. LEXIS 729,1956.0,1405.0,Warren,701,"REID, SUPERINTENDENT, DISTRICT OF COLUMBIA JAIL, v. COVERT",5/3/1956,2/27/1957,19.0,60.0,253.0,,6.0,,,0.0,55.0,,55.0,,0.0,1.0,,2.0,2.0,2.0,0.0,0.0,1.0,0.0,20240.0,2.0,2.0,0.0,1.0,,3.0,377.0,,78.0,90.0,1.0,6.0,2.0,21415.0,Reid v. Covert,1957.0,0.0,8958 21301 21302,20.0,62.0
1956-125,1956-125-01,1956-125-01-01,1956-125-01-01-01,6/24/1957,1.0,354US416,77 S. Ct. 1360,1 L. Ed. 2d 1456,1957 U.S. LEXIS 584,1956.0,1405.0,Warren,302,VANDERBILT v. VANDERBILT et al.,4/22/1957,,168.0,,253.0,,1.0,,,0.0,302.0,37.0,300.0,37.0,0.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,40060.0,4.0,2.0,0.0,2.0,,1.0,143.0,,78.0,78.0,1.0,6.0,2.0,21433.0,Vanderbilt v. Vanderbilt,1957.0,0.0,13605,5.0,17.0
1958-021,1958-021-01,1958-021-01-01,1958-021-01-01-01,12/15/1958,1.0,358US169,79 S. Ct. 209,3 L. Ed. 2d 199,1958 U.S. LEXIS 2,1958.0,1406.0,Warren,2,LADNER v. UNITED STATES,11/19/1957,10/22/1958,126.0,,27.0,,6.0,,,0.0,85.0,,25.0,,0.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,10380.0,1.0,2.0,0.0,4.0,,6.0,600.0,18 U.S.C. § 254,92.0,90.0,1.0,8.0,1.0,,,,,,,
1959-041,1959-041-01,1959-041-01-01,1959-041-01-01-01,2/29/1960,1.0,362US17,80 S. Ct. 519,4 L. Ed. 2d 524,1960 U.S. LEXIS 2012,1959.0,1406.0,Warren,64,UNITED STATES v. RAINES et al.,1/12/1960,,27.0,,19.0,13.0,2.0,,,0.0,59.0,,59.0,,0.0,1.0,9.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,20010.0,2.0,2.0,0.0,4.0,,6.0,600.0,28 U.S.C. § 1252,92.0,90.0,1.0,9.0,0.0,22006.0,United States v. Raines,1960.0,0.0,5071,68.0,40.0
1959-132,1959-132-01,1959-132-01-01,1959-132-01-01-01,6/27/1960,1.0,364US206,80 S. Ct. 1437,4 L. Ed. 2d 1669,1960 U.S. LEXIS 1989,1959.0,1406.0,Warren,126,ELKINS et al. v. UNITED STATES,3/28/1960,,100.0,,27.0,,1.0,,,0.0,108.0,,29.0,,0.0,10.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,10050.0,1.0,2.0,0.0,1.0,3.0,2.0,205.0,,94.0,90.0,1.0,5.0,4.0,22113.0,Elkins v. United States,1960.0,0.0,13958 16882 19890,60.0,37.0
1960-090,1960-090-01,1960-090-01-01,1960-090-01-01-01,5/15/1961,7.0,366US213,81 S. Ct. 1052,6 L. Ed. 2d 246,1961 U.S. LEXIS 2014,1960.0,1406.0,Warren,63,JAMES v. UNITED STATES,11/17/1960,,100.0,,27.0,,1.0,,,0.0,66.0,,27.0,,0.0,13.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,10490.0,1.0,2.0,0.0,4.0,,3.0,345.0,,90.0,90.0,1.0,6.0,3.0,22275.0,James v. United States,1961.0,0.0,20137,26.0,46.0
1960-133,1960-133-01,1960-133-01-01,1960-133-01-01-01,6/19/1961,1.0,367US643,81 S. Ct. 1684,6 L. Ed. 2d 1081,1961 U.S. LEXIS 812,1960.0,1406.0,Warren,236,MAPP v. OHIO,3/29/1961,,100.0,,28.0,41.0,2.0,,,0.0,302.0,41.0,300.0,41.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,10050.0,1.0,2.0,0.0,2.0,,2.0,205.0,,88.0,90.0,1.0,6.0,3.0,,,,,,,
1961-051,1961-051-01,1961-051-01-01,1961-051-01-01-01,3/26/1962,1.0,369US186,82 S. Ct. 691,7 L. Ed. 2d 663,1962 U.S. LEXIS 1567,1961.0,1406.0,Warren,6,BAKER et al. v. CARR et al.,4/19/1961,10/9/1961,251.0,,19.0,50.0,2.0,,,1.0,117.0,,117.0,,0.0,1.0,,1.0,1.0,4.0,0.0,1.0,1.0,0.0,20090.0,2.0,2.0,0.0,3.0,,,,,92.0,90.0,1.0,6.0,2.0,22449.0,Baker v. Carr,1962.0,0.0,20196,149.0,165.0
1962-019,1962-019-01,1962-019-01-01,1962-019-01-01-01,12/10/1962,1.0,371US195,83 S. Ct. 267,9 L. Ed. 2d 246,1962 U.S. LEXIS 2174,1962.0,1408.0,Warren,13,SMITH v. EVENING NEWS ASSOCIATION,10/10/1962,,145.0,,151.0,,1.0,,,0.0,302.0,27.0,300.0,27.0,0.0,12.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,100020.0,10.0,1.0,0.0,4.0,7.0,3.0,356.0,,95.0,90.0,1.0,8.0,1.0,22614.0,Smith v. Evening News Ass'n,1962.0,0.0,21171,34.0,12.0
1962-037,1962-037-01,1962-037-01-01,1962-037-01-01-01,1/21/1963,1.0,371US542,83 S. Ct. 531,9 L. Ed. 2d 514,1963 U.S. LEXIS 2516,1962.0,1408.0,Warren,87,"LOCAL NO. 438 CONSTRUCTION & GENERAL LABORERS' UNION, AFL-CIO, v. CURRY et al., DOING BUSINESS AS S. J. CURRY & CO.",11/7/1962,,249.0,,120.0,,1.0,,,0.0,302.0,13.0,300.0,13.0,0.0,11.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,100020.0,10.0,2.0,0.0,4.0,,3.0,356.0,,95.0,90.0,1.0,9.0,0.0,22645.0,Construction & General Laborers' Union v. Curry,1963.0,0.0,20940,29.0,20.0
1962-058,1962-058-01,1962-058-01-01,1962-058-01-01-01,3/18/1963,1.0,372US335,83 S. Ct. 792,9 L. Ed. 2d 799,1963 U.S. LEXIS 1942,1962.0,1408.0,Warren,155,"GIDEON v. WAINWRIGHT, CORRECTIONS DIRECTOR",1/15/1963,,100.0,,28.0,12.0,1.0,,,0.0,302.0,12.0,300.0,12.0,0.0,11.0,9.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,10120.0,1.0,2.0,0.0,2.0,,2.0,214.0,,78.0,90.0,1.0,9.0,0.0,22673.0,Gideon v. Wainwright,1963.0,0.0,19577,207.0,50.0
1962-060,1962-060-01,1962-060-01-01,1962-060-01-01-01,3/18/1963,1.0,372US368,83 S. Ct. 801,9 L. Ed. 2d 821,1963 U.S. LEXIS 1944,1962.0,1408.0,Warren,112,"GRAY, CHAIRMAN OF THE GEORGIA STATE DEMOCRATIC EXECUTIVE COMMITTEE, et al. v. SANDERS",1/17/1963,,211.0,,251.0,,2.0,,,1.0,60.0,,60.0,,0.0,1.0,,2.0,3.0,5.0,0.0,0.0,1.0,0.0,20090.0,2.0,2.0,0.0,2.0,,2.0,231.0,,81.0,90.0,1.0,8.0,1.0,22675.0,Gray v. Sanders,1963.0,0.0,20233 20668,34.0,23.0
1962-061,1962-061-01,1962-061-01-01,1962-061-01-01-01,3/18/1963,1.0,372US391,83 S. Ct. 822,9 L. Ed. 2d 837,1963 U.S. LEXIS 1945,1962.0,1408.0,Warren,84,"FAY, WARDEN, et al. v. NOIA",1/7/1963,,28.0,37.0,126.0,,1.0,,,0.0,96.0,,22.0,,1.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,10020.0,1.0,2.0,0.0,4.0,,3.0,341.0,,92.0,90.0,1.0,6.0,3.0,22676.0,Fay v. Noia,1963.0,29316.0,20663,111.0,157.0
1962-080,1962-080-01,1962-080-01-01,1962-080-01-01-01,4/22/1963,1.0,372US726,83 S. Ct. 1028,10 L. Ed. 2d 93,1963 U.S. LEXIS 2497,1962.0,1408.0,Warren,111,"FERGUSON, ATTORNEY GENERAL OF KANSAS, et al. v. SKRUPA, DOING BUSINESS AS CREDIT ADVISORS",3/20/1963,,28.0,20.0,135.0,,2.0,,,1.0,72.0,,72.0,,0.0,1.0,,1.0,1.0,3.0,0.0,1.0,1.0,0.0,80110.0,8.0,2.0,0.0,2.0,,2.0,230.0,,78.0,90.0,1.0,9.0,0.0,22716.0,Ferguson v. Skrupa,1963.0,0.0,14872,67.0,16.0
1963-047,1963-047-01,1963-047-01-01,1963-047-01-01-01,2/17/1964,1.0,376US1,84 S. Ct. 526,11 L. Ed. 2d 481,1964 U.S. LEXIS 1773,1963.0,1408.0,Warren,22,"WESBERRY et al. v. SANDERS, GOVERNOR OF GEORGIA, et al.",11/18/1963,,251.0,,19.0,13.0,2.0,,,1.0,60.0,,60.0,,1.0,1.0,9.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,20090.0,2.0,2.0,0.0,2.0,,1.0,102.0,,78.0,90.0,1.0,6.0,3.0,,,,,,,
1963-113,1963-113-01,1963-113-01-01,1963-113-01-01-01,5/18/1964,1.0,377US163,84 S. Ct. 1187,12 L. Ed. 2d 218,1964 U.S. LEXIS 1275,1963.0,1408.0,Warren,368,"SCHNEIDER v. RUSK, SECRETARY OF STATE",4/2/1964,,106.0,,328.0,,2.0,28.0,,1.0,55.0,,55.0,,0.0,1.0,,1.0,2.0,3.0,0.0,1.0,1.0,0.0,20280.0,2.0,2.0,0.0,1.0,,3.0,344.0,,81.0,90.0,1.0,5.0,3.0,23045.0,Schneider v. Rusk,1964.0,0.0,14450,16.0,16.0
1963-146,1963-146-01,1963-146-01-01,1963-146-01-01-01,6/15/1964,1.0,378US1,84 S. Ct. 1489,12 L. Ed. 2d 653,1964 U.S. LEXIS 993,1963.0,1408.0,Warren,110,"MALLOY v. HOGAN, SHERIFF",3/5/1964,,254.0,,28.0,8.0,1.0,,,0.0,302.0,8.0,300.0,8.0,0.0,12.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,10090.0,1.0,2.0,0.0,2.0,,2.0,210.0,,92.0,90.0,1.0,5.0,4.0,23093.0,Malloy v. Hogan,1964.0,0.0,12724 20341,60.0,60.0
1963-147,1963-147-01,1963-147-01-01,1963-147-01-01-01,6/15/1964,1.0,378US52,84 S. Ct. 1594,12 L. Ed. 2d 678,1964 U.S. LEXIS 2229,1963.0,1408.0,Warren,138,MURPHY et al. v. WATERFRONT COMMISSION OF NEW YORK HARBOR,3/5/1964,,254.0,,4.0,61.0,1.0,65.0,,0.0,302.0,35.0,300.0,35.0,0.0,12.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,10110.0,1.0,2.0,0.0,2.0,,2.0,231.0,,96.0,90.0,1.0,9.0,0.0,23095.0,Murphy v. Waterfront Comm'n of New York Harbor,1964.0,0.0,12181 17702 19890 21671 21877,59.0,45.0
1963-162,1963-162-01,1963-162-01-01,1963-162-01-01-01,6/22/1964,1.0,378US368,84 S. Ct. 1774,12 L. Ed. 2d 908,1964 U.S. LEXIS 826,1963.0,1408.0,Warren,62,"JACKSON v. DENNO, WARDEN",12/9/1963,,100.0,,28.0,37.0,1.0,,,0.0,96.0,,22.0,,0.0,10.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,10010.0,1.0,2.0,0.0,2.0,,2.0,230.0,,95.0,90.0,1.0,6.0,3.0,23113.0,Jackson v. Denno,1964.0,0.0,21036,78.0,51.0
1963-164,1963-164-01,1963-164-01-01,1963-164-01-01-01,6/22/1964,1.0,378US478,84 S. Ct. 1758,12 L. Ed. 2d 977,1964 U.S. LEXIS 827,1963.0,1408.0,Warren,615,ESCOBEDO v. ILLINOIS,4/29/1964,,100.0,,28.0,17.0,1.0,,,0.0,302.0,17.0,300.0,17.0,0.0,11.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,10120.0,1.0,2.0,0.0,2.0,,2.0,214.0,,96.0,90.0,1.0,5.0,4.0,23115.0,Escobedo v. Illinois,1964.0,0.0,21675 21680,46.0,21.0
